DISTRITO,REGIÓN,PACTO,ORDEN,NOMBRE,PARTIDO,PARTIDO ASOCIADO,DIPUTADO 2025,SENADOR 2025
1,REGIÓN DE ARICA Y PARINACOTA,CHILE GRANDE Y UNIDO,1,JUAN CARLOS CHINGA PALMA,IND,RN,,
1,REGIÓN DE ARICA Y PARINACOTA,CHILE GRANDE Y UNIDO,2,SEBASTIAN HUERTA GONZALEZ,UDI,,,
1,REGIÓN DE ARICA Y PARINACOTA,CHILE GRANDE Y UNIDO,3,VIVIANA RUBIO TORRES,EVOPOLI,,,
1,REGIÓN DE ARICA Y PARINACOTA,CHILE GRANDE Y UNIDO,4,ARACELY BERRIOS GAJARDO,EVOPOLI,,,
1,REGIÓN DE ARICA Y PARINACOTA,"VERDES, REGIONALISTAS Y HUMANISTAS",1,RICARDO LUIS SANZANA OTEIZA,IND,AH,,
1,REGIÓN DE ARICA Y PARINACOTA,"VERDES, REGIONALISTAS Y HUMANISTAS",2,LEONARDO WILSON VALENZUELA ATENAS,AH,,,
1,REGIÓN DE ARICA Y PARINACOTA,"VERDES, REGIONALISTAS Y HUMANISTAS",3,PAULINA PATRICIA SALDIA PINTO,IND,AH,,
1,REGIÓN DE ARICA Y PARINACOTA,"VERDES, REGIONALISTAS Y HUMANISTAS",4,LUIS ALEJANDRO PAREDES ESCANILLA,FREVS,,,
1,REGIÓN DE ARICA Y PARINACOTA,CAMBIO POR CHILE,1,MARCELO ANDRÉS ZARA PIZARRO,PNL,,,
1,REGIÓN DE ARICA Y PARINACOTA,CAMBIO POR CHILE,2,JOSÉ GUSTAVO LEE RODRIGUEZ,PSC,,1.0,
1,REGIÓN DE ARICA Y PARINACOTA,CAMBIO POR CHILE,3,STEPHANIE JELDREZ ORTIZ,REP,,,
1,REGIÓN DE ARICA Y PARINACOTA,CAMBIO POR CHILE,4,POLLYANA RIVERA BIGAS,REP,,,
1,REGIÓN DE ARICA Y PARINACOTA,UNIDAD POR CHILE ,1,LUIS FABIÁN MALLA VALENZUELA,PL,,1.0,
1,REGIÓN DE ARICA Y PARINACOTA,UNIDAD POR CHILE ,2,JORGE DÍAZ OBARRA,PDC,,,
1,REGIÓN DE ARICA Y PARINACOTA,UNIDAD POR CHILE ,3,GIOVANNA CALLE CAPUMA,PPD,,,
1,REGIÓN DE ARICA Y PARINACOTA,UNIDAD POR CHILE ,4,SANDRA FLORES,PS,,,
1,REGIÓN DE ARICA Y PARINACOTA,PARTIDO DE LA GENTE ,1,RODRIGO CUEVAS TRONCOSO,PDG,,,
1,REGIÓN DE ARICA Y PARINACOTA,PARTIDO DE LA GENTE ,2,ERNESTO RODRIGO PLASENCIA ROJAS,PDG,,,
1,REGIÓN DE ARICA Y PARINACOTA,PARTIDO DE LA GENTE ,3,RAÚL ALEXANDER PARADA FLORES,PDG,,,
1,REGIÓN DE ARICA Y PARINACOTA,PARTIDO DE LA GENTE ,4,CANDY KATIUSKA ANDRADE JARA,PDG,,,
1,REGIÓN DE ARICA Y PARINACOTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,ANA ANDREA CARVAJAL MARIPÁN,IEPAYH,,,
1,REGIÓN DE ARICA Y PARINACOTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,JUAN JACOBO TANCARA CHAMBE,IEPAYH,,,
1,REGIÓN DE ARICA Y PARINACOTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,ROBERTO SAMUEL FLORES SALGADO,IEPAYH,,,
2,REGIÓN DE TARAPACÁ,CHILE GRANDE Y UNIDO,1,XIMENA NARANJO PINTO,IND,UDI,,
2,REGIÓN DE TARAPACÁ,CHILE GRANDE Y UNIDO,2,VITTORIO CANESSA MORALES,IND,EVOPOLI,,
2,REGIÓN DE TARAPACÁ,CHILE GRANDE Y UNIDO,3,IVAN JIMENEZ CORREA,DEMOCRATAS,,,
2,REGIÓN DE TARAPACÁ,CHILE GRANDE Y UNIDO,4,RAMON GALLEGUILLOS CASTILLO,RN,,,
2,REGIÓN DE TARAPACÁ,"VERDES, REGIONALISTAS Y HUMANISTAS",1,MARCO ANTONIO CALCAGNO ZULETA,IND,AH,,
2,REGIÓN DE TARAPACÁ,"VERDES, REGIONALISTAS Y HUMANISTAS",2,RUBEN CRISTOBAL ROJO SEMBLER,AH,,,
2,REGIÓN DE TARAPACÁ,"VERDES, REGIONALISTAS Y HUMANISTAS",3,ANGEL CAMPOS DIAZ,IND,FREVS,,
2,REGIÓN DE TARAPACÁ,"VERDES, REGIONALISTAS Y HUMANISTAS",4,ENZO MORALES NORAMBUENA,IND,FREVS,,
2,REGIÓN DE TARAPACÁ,CAMBIO POR CHILE,1,JORGE MUÑOZ OYARCE,REP,,,
2,REGIÓN DE TARAPACÁ,CAMBIO POR CHILE,2,CRISTIÁN ANDRÉS CABEZAS MUNDACA,PSC,,,
2,REGIÓN DE TARAPACÁ,CAMBIO POR CHILE,3,ÁLVARO ARTURO JOFRÉ CÁCERES,PNL,,,
2,REGIÓN DE TARAPACÁ,CAMBIO POR CHILE,4,AGUSTÍN RENDIC GALLEGUILLOS,PNL,,,
2,REGIÓN DE TARAPACÁ,UNIDAD POR CHILE ,1,MATÍAS RAMÍREZ PASCAL,PC,,1.0,
2,REGIÓN DE TARAPACÁ,UNIDAD POR CHILE ,2,CARLOS CARVAJAL CARVAJAL GALLARDO,IND,PPD,,
2,REGIÓN DE TARAPACÁ,UNIDAD POR CHILE ,3,ABRAHAM ELÍAS DÍAZ MAMI,PDC,,,
2,REGIÓN DE TARAPACÁ,UNIDAD POR CHILE ,4,NOEMÍ SALINAS POLANCO,FA,,,
2,REGIÓN DE TARAPACÁ,PARTIDO DE LA GENTE ,1,PATRICIO ANDRÉS QUISBERT LAZO,PDG,,,
2,REGIÓN DE TARAPACÁ,PARTIDO DE LA GENTE ,2,ANA MARÍA TORO OJANE,PDG,,,
2,REGIÓN DE TARAPACÁ,PARTIDO DE LA GENTE ,3,CLAUDIO SAÉZ MUÑOZ,PDG,,,
2,REGIÓN DE TARAPACÁ,PARTIDO DE LA GENTE ,4,JESSICA SOLEDAD BECERRA CANTILLANO,PDG,,,
3,REGIÓN DE ANTOFAGASTA,CHILE GRANDE Y UNIDO,1,JOSE MIGUEL CASTRO BASCUÑAN,RN,,1.0,
3,REGIÓN DE ANTOFAGASTA,CHILE GRANDE Y UNIDO,2,DANIELA CASTRO ARAYA,RN,,,
3,REGIÓN DE ANTOFAGASTA,CHILE GRANDE Y UNIDO,3,CAROLINA LATORRE CRUZ,DEMOCRATAS,,,
3,REGIÓN DE ANTOFAGASTA,CHILE GRANDE Y UNIDO,4,JOSE LUIS VELIZ VELIZ,IND,DEMOCRATAS,,
3,REGIÓN DE ANTOFAGASTA,CHILE GRANDE Y UNIDO,5,JORGE OLIVARES PUENTES,EVOPOLI,,,
3,REGIÓN DE ANTOFAGASTA,CHILE GRANDE Y UNIDO,6,YANTIEL CALDERON VALENZUELA,EVOPOLI,,,
3,REGIÓN DE ANTOFAGASTA,"VERDES, REGIONALISTAS Y HUMANISTAS",1,HERNAN VELASQUEZ NUÑEZ,FREVS,,,
3,REGIÓN DE ANTOFAGASTA,"VERDES, REGIONALISTAS Y HUMANISTAS",2,MARION TAPIA GONZALEZ,FREVS,,,
3,REGIÓN DE ANTOFAGASTA,"VERDES, REGIONALISTAS Y HUMANISTAS",3,DANAHE ROJAS MAMANI,FREVS,,,
3,REGIÓN DE ANTOFAGASTA,"VERDES, REGIONALISTAS Y HUMANISTAS",4,MARIA GLORIA LAZCANO TORRES,AH,,,
3,REGIÓN DE ANTOFAGASTA,"VERDES, REGIONALISTAS Y HUMANISTAS",5,EDUARDO ARIEL SOTOMAYOR ORTIZ,AH,,,
3,REGIÓN DE ANTOFAGASTA,"VERDES, REGIONALISTAS Y HUMANISTAS",6,MARCO ANTONIO RAMO PAEZ,AH,,,
3,REGIÓN DE ANTOFAGASTA,CAMBIO POR CHILE,1,YOVANA ALEJANDRA AHUMADA PALMA,PSC,,1.0,
3,REGIÓN DE ANTOFAGASTA,CAMBIO POR CHILE,2,CAROLINA JUDITH MOSCOSO CARRASCO,PSC,,,
3,REGIÓN DE ANTOFAGASTA,CAMBIO POR CHILE,3,LESLIE CAROLINA MOLL VERA,PSC,,,
3,REGIÓN DE ANTOFAGASTA,CAMBIO POR CHILE,4,ADRIANA DE LOURDES JIMÉNEZ RETAMAL,PNL,,,
3,REGIÓN DE ANTOFAGASTA,CAMBIO POR CHILE,5,CARLO ARQUEROS PIZARRO,REP,,,
3,REGIÓN DE ANTOFAGASTA,CAMBIO POR CHILE,6,SILVANA UBILLO ROJAS,REP,,,
3,REGIÓN DE ANTOFAGASTA,UNIDAD POR CHILE ,1,SEBASTIÁN VIDELA,IND,PL,1.0,
3,REGIÓN DE ANTOFAGASTA,UNIDAD POR CHILE ,2,JAIME ARAYA,IND,PPD,1.0,
3,REGIÓN DE ANTOFAGASTA,UNIDAD POR CHILE ,3,PAULINA LIZANA,PC,,,
3,REGIÓN DE ANTOFAGASTA,UNIDAD POR CHILE ,4,MARCELA HERNANDO,PR,,,
3,REGIÓN DE ANTOFAGASTA,UNIDAD POR CHILE ,5,MARGARITA MONTECINO,PDC,,,
3,REGIÓN DE ANTOFAGASTA,UNIDAD POR CHILE ,6,GABRIELA CARRASCO,FA,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,1,FABIAN MAURICIO OSSANDÓN BRICEÑO,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,2,PAOLA AMANDA DEBÍA GONZÁLEZ,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,3,SERGIO JORGE MERMIE IBARRONDO,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,4,JESSIE ALEJANDRA GONZÁLEZ BUGUEÑO,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,5,VILMA DE LOURDES ESQUIVEL CÉSPEDES,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,6,LUIS ANDRÉS RAMOS BUSTOS,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,7,PAULA ANDREA OLMOS CONTRERAS,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,8,JESSICA ALEJANDRA LIQUITAY MARTÍNEZ,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,9,ALEX ALEJANDRO FARÍAS PÉREZ,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,10,FRANCISCO JAVIER VARGAS MERY,PDG,,,
3,REGIÓN DE ANTOFAGASTA,PARTIDO DE LA GENTE ,11,HÉCTOR RAÚL VERGARA SEURA,PDG,,,
3,REGIÓN DE ANTOFAGASTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,ADELA MARÍA PIZARRO GONZÁLEZ,IEPAYH,,,
3,REGIÓN DE ANTOFAGASTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,DAN TAREL IBACACHE PANIAGUA,IEPAYH,,,
4,REGIÓN DE ATACAMA,CHILE GRANDE Y UNIDO,1,MAXIMILIANO BARRIONUEVO GARCIA,RN,,,
4,REGIÓN DE ATACAMA,CHILE GRANDE Y UNIDO,2,CARLA GUAITA CARRIZO,IND,RN,,
4,REGIÓN DE ATACAMA,CHILE GRANDE Y UNIDO,3,TANIA BORCOSKY RAMIREZ,IND,UDI,,
4,REGIÓN DE ATACAMA,CHILE GRANDE Y UNIDO,4,KYLE CAMPBELL CAMPBELL,UDI,,,
4,REGIÓN DE ATACAMA,CHILE GRANDE Y UNIDO,5,NAYARET OVIEDO ALVAREZ,EVOPOLI,,,
4,REGIÓN DE ATACAMA,CHILE GRANDE Y UNIDO,6,GUILLERMO COFRE MUÑOZ,EVOPOLI,,,
4,REGIÓN DE ATACAMA,"VERDES, REGIONALISTAS Y HUMANISTAS",1,JAIME MULET MARTINEZ,FREVS,,1.0,
4,REGIÓN DE ATACAMA,"VERDES, REGIONALISTAS Y HUMANISTAS",2,CAROLINA ARMENAKIS DAHER,FREVS,,,
4,REGIÓN DE ATACAMA,"VERDES, REGIONALISTAS Y HUMANISTAS",3,CARLO PEZO CORREA,IND,FREVS,,
4,REGIÓN DE ATACAMA,"VERDES, REGIONALISTAS Y HUMANISTAS",4,JAIME VARGAS GUERRA,FREVS,,,
4,REGIÓN DE ATACAMA,"VERDES, REGIONALISTAS Y HUMANISTAS",5,LUIS VALDERRAMA MALTEZ,IND,FREVS,,
4,REGIÓN DE ATACAMA,"VERDES, REGIONALISTAS Y HUMANISTAS",6,JULIETA VARAS SILVA,IND,FREVS,,
4,REGIÓN DE ATACAMA,CAMBIO POR CHILE,1,IGNACIO URCULLÚ CLEMENT-LUND,REP,,,
4,REGIÓN DE ATACAMA,CAMBIO POR CHILE,2,SUSANA HIPLAN ESTEFFAN,REP,,,
4,REGIÓN DE ATACAMA,CAMBIO POR CHILE,3,KARINA PALLERES GUZMÁN,REP,,,
4,REGIÓN DE ATACAMA,CAMBIO POR CHILE,4,DANIELA ALEJANDRA GALLEGOS PORCILE,PSC,,,
4,REGIÓN DE ATACAMA,CAMBIO POR CHILE,5,LUIS MARCELINO NÚÑEZ BARRIENTOS,PNL,,,
4,REGIÓN DE ATACAMA,CAMBIO POR CHILE,6,MARGARITA FARITH CONTRERAS RÍOS,PNL,,,
4,REGIÓN DE ATACAMA,UNIDAD POR CHILE ,1,CRISTIAN TAPIA,IND,PPD,1.0,
4,REGIÓN DE ATACAMA,UNIDAD POR CHILE ,2,CARLA MATUS,IND,PPD,,
4,REGIÓN DE ATACAMA,UNIDAD POR CHILE ,3,ERICKA PORTILLA,PC,,,
4,REGIÓN DE ATACAMA,UNIDAD POR CHILE ,4,PABLO ZENTENO,PC,,,
4,REGIÓN DE ATACAMA,UNIDAD POR CHILE ,5,ROSA BORDONES,IND,PS,,
4,REGIÓN DE ATACAMA,UNIDAD POR CHILE ,6,JUAN SANTANA,PS,,1.0,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,1,MARCO ANTONIO SULANTAY OLIVARES,UDI,,1.0,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,2,JUAN MANUEL FUENZALIDA COBO,UDI,,,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,3,GIANNINA GONZALEZ MICHEA,RN,,,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,4,ROBERTO VEGA CAMPUSANO,RN,,,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,5,ROSETTA PARIS AVALOS,EVOPOLI,,,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,6,RODRIGO ORREGO GALVEZ,EVOPOLI,,,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,7,FRANCISCO MARTINEZ RIVERA,DEMOCRATAS,,,
5,REGIÓN DE COQUIMBO,CHILE GRANDE Y UNIDO,8,VICTOR PINO FUENTES,DEMOCRATAS,,1.0,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,DANIELA ANDREA MOLINA BARRERA,AH,,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,CLAUDIA ADRIANA VALENZUELA TORRES,IND,AH,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,EDUARDO ANTONIO VARGAS GONZALEZ,IND,AH,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,MIREYA DE JESUS CORONA CONTRERAS,IND,AH,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,PABLO ANDRES RAMIREZ INOSTROZA,AH,,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,CLAUDIO IBAÑEZ GONZALEZ,IND,FREVS,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,ALEJANDRO CAMPUSANO MASSAD,IND,FREVS,,
5,REGIÓN DE COQUIMBO,"VERDES, REGIONALISTAS Y HUMANISTAS",8,ROSA LUZ PINTO ROJAS,FREVS,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,1,TATIANA IVONNE DEL PILAR CASTILLO GONZÁLEZ,PSC,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,2,ANDREA ILLIANETH BARRERA ESCOBAR,PSC,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,3,MATÍAS NICOLÁS GUZMÁN GALLEGUILLOS,PSC,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,4,ERICH GROHS MARÍN,PNL,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,5,CONSTANZA ROCÍO PEÑA CONTRERAS,PNL,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,6,MARÍA SOLEDAD ROBLES ESPINOSA,PNL,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,7,VERÓNICA PIZARRO GARCÍA,REP,,,
5,REGIÓN DE COQUIMBO,CAMBIO POR CHILE,8,PAMELA RISHMAGUE BUZZO,REP,,,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,1,CAROLINA TELLO ROJAS,FA,,1.0,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,2,DANIEL MANHOUCHEHRI,PS,,1.0,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,3,NATHALIE CASTILLO ROJAS,PC,,1.0,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,4,BERNARDO SALINAS MAYA,IND,PC,,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,5,JORGE INSUNZA GREGORIO DE LAS HERAS,PPD,,,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,6,RAFAEL VERA CASTILLO,IND,PR,,
5,REGIÓN DE COQUIMBO,UNIDAD POR CHILE ,7,RICARDO CIFUENTES LILLO,PDC,,1.0,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,1,EILEEN PATRICIA URQUETA ROJAS,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,2,JUAN CARLOS THENOUX CIUDAD,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,3,MARICEL ANDREA TAPIA SALGUEIROJ,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,4,FRANCISCO JAVIER NÚÑEZ RENCORET,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,5,FERNANDA CRISTINA NÚÑEZ ARAOS,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,6,JUAN SALVADOR DABED TOZO,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,7,JORGE FRANKLIN DUNSTAN PAVÉZ,PDG,,,
5,REGIÓN DE COQUIMBO,PARTIDO DE LA GENTE ,8,FELIPE ESTEBAN ALFRED TORRES,PDG,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,1,EDUARDO RUIZ BENÍTEZ,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,2,SOLANGE FREDES ROSALES,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,3,ALONSO VELASCO LADRÓN DE GUEVARA,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,4,NEFTALÌ ZAMBRA VILLALOBOS,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,5,ALEJANDRO YÁÑEZ PIZARRO,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,6,NICOLE PLAZA GONZÁLEZ,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,AMARILLOS,1,FELIPE YAVAR AGUILERA,AMARILLOS,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,ANA MARÍA ITURRALDE PEÑA,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,ARTURO ERNESTO ELLIS CATALDO,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,CATERINA TERESA SIMONCELLI FRACCHIA,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,CRISTOPHER ENRIQUE SUAZO BENAVIDES,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,FRANCISCA PEMJEAN LETELIER,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,MARÍA MERCEDES GALLEGUILLOS TORRES,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,7,RAFAEL LUIS MUÑOZ URRUTIA,IEPAYH,,,
5,REGIÓN DE COQUIMBO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,8,RODRIGO ANDRÉS ANDRADE RAMÍREZ,IEPAYH,,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,1,LUIS PARDO SAINZ,RN,,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,2,PERCY MARIN VERA,RN,,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,3,AMAL SALEM SOLIS,IND,RN,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,4,DANILO QUIROZ CROVETTO,IND,EVOPOLI,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,5,CAROLINA JULIO LATORRE,IND,EVOPOLI,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,6,JORDAN GUAJARDO VICENCIO,IND,EVOPOLI,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,7,JAVIER CRASEMANN ALFONSO,IND,UDI,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,8,CATALINA OTERO PEREZ,IND,UDI,,
6,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,9,VIVIANA NUÑEZ CARRASCO,UDI,,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,CLAUDIA JOFRE VIDAL,IND,FREVS,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,ROBERTO VIDELA PAVEZ,FREVS,,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,CLAUDIA CANALES LEMUS,IND,FREVS,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,JAVIERA ITALIA TOLEDO MUÑOZ,IND,AH,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,YANIXSA MARIA AGUILERA CATALAN,IND,AH,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,PAMELA ANDREA GONZALEZ MUÑOZ,IND,AH,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",8,FRANCISCA VALENTINA SALAMA PIMENTEL,IND,AH,,
6,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",9,LUIS NESTOR PATRICIO HURTADO MUÑOZ,IND,AH,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,1,CHIARA BARCHIESI CHÁVEZ,REP,,1.0,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,2,BENJAMÍN LORCA INZUNZA,REP,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,3,MANUEL MILLONES CHIRINO,IND,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,4,MARLENE LAURA GONZÁLEZ AHUMADA,PSC,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,5,RODOLFO ALFREDO PONCE VARGAS,IND,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,6,JOSÉ MIGUEL VALLEJO KNOCKAERT,PNL,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,7,MARÍA SOLEDAD CALVO HERRERA,PNL,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,8,VERÓNICA IVONNE BECERRA VERGARA,PNL,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,9,JORGE EDUARDO VILLARROEL PÉREZ,PNL,,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,1,JUAN IGNACIO LATORRE,FA,,,1.0
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,2,FRANCISCA BELLO,FA,,1.0,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,3,NELSON VENEGAS,PS,,1.0,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,4,MAURICIO VIÑAMBRES,IND,PR,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,5,LUIS FONCEA,IND,PPD,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,6,SABAS CHAHUÁN,IND,PL,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,7,SOFÍA GONZÁLEZ,PC,,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,8,CRISTIAN MELLA,PDC,,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,9,GASPAR RIVAS,PDC,PDC,1.0,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,1,JAVIER IGNACIO OLIVARES AVENDAÑO,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,2,MAYKOL ANTONIO CASTILLO FERNÁNDEZ,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,3,JORGE BARUR CRISTI RAMÍREZ,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,4,GONZALO MARCELO SOTO PIZARRO,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,6,BONNIE JHOAN SILVA VILLARROEL,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,7,BLANCA ESTHER CURRIECO SOTO,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,8,MARCIA XIMENA MARCHANT FARÍAS,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,9,RUBY ANGELICA VILLALOBOS ARACENA,PDG,,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,1,ANDRES CELIS MONTT,RN,,1.0,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,2,SAMIRA CHAHUAN AKLE,RN,,,
